Order ID,Order Date,Customer ID,Type,SKU,Category,Product Name,Unit Price,Qty,Total,Discount Code,Disc %,Payment,Source,City,State,Warehouse,Del Date,Status,Return?,Reason,Ret Rec,Refund,Expected Total,Delivery Days,Order week
UT-100110,27-10-2024,CUST_10109,Returning,BOT-HRM-M,Bottoms,Harem Pants,1799,1,1799,DIWALI20,20,UPI,Mobile App,Thiruvananthapuram,Kerala,Bangalore,08-11-2024,Delivered,No,,,Not Applicable,1799,12,21-10-2024
UT-100111,28-10-2024,CUST_10110,New,DRS-FES-M,Dresses,Festive Kurta Set,3499,1,3499,DIWALI40,40,Credit Card,Website,Delhi,Delhi,Delhi,02-11-2024,Delivered,Yes,Size Issue,18-11-2024,Processed,3499,5,28-10-2024
UT-100112,28-10-2024,CUST_10111,New,OUT-ETH-L,Outerwear,Embroidered Jacket,5999,1,5999,DIWALI40,40,COD,Mobile App,Mumbai,Maharashtra,Mumbai,03-11-2024,Delivered,Yes,Wrong Item,20-11-2024,Processed,5999,6,28-10-2024
UT-100113,28-10-2024,CUST_10112,New,TOP-FES-S,Tops,Festive Blouse,2299,2,4598,DIWALI40,40,UPI,Instagram Shop,Jaipur,Rajasthan,Delhi,04-11-2024,Delivered,Yes,Size Issue,22-11-2024,Processed,4598,7,28-10-2024
UT-100114,28-10-2024,CUST_10113,Returning,ACC-CLT-OS,Accessories,Festive Clutch,1599,1,1599,DIWALI40,40,Credit Card,Website,Lucknow,Uttar Pradesh,Delhi,03-11-2024,Delivered,No,,,Not Applicable,1599,6,28-10-2024
UT-100115,28-10-2024,CUST_10114,New,BOT-ETH-M,Bottoms,Palazzo Pants,1899,1,1899,DIWALI40,40,COD,Mobile App,Chennai,Tamil Nadu,Bangalore,,RTO,No,,,Not Applicable,1899,-45593,28-10-2024
UT-100116,29-10-2024,CUST_10115,New,DRS-ANK-S,Dresses,Anarkali Dress,4299,1,4299,DIWALI40,40,Debit Card,Website,Hyderabad,Telangana,Bangalore,05-11-2024,Delivered,Yes,Quality Defect,25-11-2024,Processed,4299,7,28-10-2024
UT-100117,29-10-2024,CUST_10116,New,TOP-ETH-M,Tops,Embroidered Kurti,2599,1,2599,DIWALI40,40,UPI,Instagram Shop,Pune,Maharashtra,Mumbai,06-11-2024,Delivered,Yes,Changed Mind,28-11-2024,Pending,2599,8,28-10-2024
UT-100118,29-10-2024,CUST_10117,New,OUT-SHW-L,Outerwear,Pashmina Shawl,3999,1,3999,DIWALI40,40,Credit Card,Mobile App,Amritsar,Punjab,Delhi,07-11-2024,Delivered,Yes,Size Issue,01-12-2024,Processed,3999,9,28-10-2024
UT-100119,29-10-2024,CUST_10118,Returning,DRS-LHG-M,Dresses,Lehenga Set,8999,1,8999,DIWALI40,40,Credit Card,Website,Ahmedabad,Gujarat,Mumbai,06-11-2024,Delivered,Yes,Size Issue,02-12-2024,Processed,8999,8,28-10-2024
UT-100120,29-10-2024,CUST_10119,New,ACC-STL-OS,Accessories,Statement Necklace,1299,2,2598,DIWALI40,40,COD,Instagram Shop,Kolkata,West Bengal,Delhi,08-11-2024,Delivered,Yes,Damaged in Transit,30-11-2024,Processed,2598,10,28-10-2024
UT-100121,29-10-2024,CUST_10120,New,TOP-SQN-S,Tops,Sequin Top,1999,1,1999,DIWALI40,40,UPI,Mobile App,Bangalore,Karnataka,Bangalore,07-11-2024,Delivered,Yes,Quality Defect,03-12-2024,Processed,1999,9,28-10-2024
UT-100122,30-10-2024,CUST_10121,New,BOT-LHG-S,Bottoms,Lehenga Skirt,5499,1,5499,DIWALI40,40,Wallet,Website,Surat,Gujarat,Mumbai,08-11-2024,Delivered,Yes,Size Issue,01-12-2024,Processed,5499,9,28-10-2024
UT-100123,30-10-2024,CUST_10122,New,DRS-SAR-M,Dresses,Saree Gown,6999,1,6999,DIWALI40,40,Credit Card,Instagram Shop,Mumbai,Maharashtra,Mumbai,09-11-2024,Delivered,Yes,Size Issue,03-12-2024,Processed,6999,10,28-10-2024
UT-100124,30-10-2024,CUST_10123,Returning,OUT-BLS-M,Outerwear,Brocade Blazer,4999,1,4999,DIWALI40,40,Debit Card,Mobile App,Delhi,Delhi,Delhi,10-11-2024,Delivered,No,,,Not Applicable,4999,11,28-10-2024
UT-100125,30-10-2024,CUST_10124,New,ACC-MNG-OS,Accessories,Maang Tikka Set,899,1,899,DIWALI40,40,UPI,Website,Varanasi,Uttar Pradesh,Delhi,10-11-2024,Delivered,No,,,Not Applicable,899,11,28-10-2024
UT-100126,30-10-2024,CUST_10125,New,TOP-ZAR-L,Tops,Zardozi Blouse,3299,1,3299,DIWALI40,40,COD,Instagram Shop,Jaipur,Rajasthan,Delhi,12-11-2024,Delivered,Yes,Wrong Item,05-12-2024,Pending,3299,13,28-10-2024
UT-100127,31-10-2024,CUST_10126,New,DRS-FES-L,Dresses,Festive Gown,7499,1,7499,DIWALI40,40,Credit Card,Website,Lucknow,Uttar Pradesh,Delhi,11-11-2024,Delivered,Yes,Size Issue,04-12-2024,Processed,7499,11,28-10-2024
UT-100128,31-10-2024,CUST_10127,New,BOT-SLK-M,Bottoms,Silk Pants,3299,1,3299,DIWALI40,40,UPI,Mobile App,Chandigarh,Punjab,Delhi,12-11-2024,Delivered,Yes,Changed Mind,06-12-2024,Processed,3299,12,28-10-2024
UT-100129,31-10-2024,CUST_10128,Returning,OUT-VLV-L,Outerwear,Velvet Jacket,5499,1,5499,DIWALI40,40,Debit Card,Instagram Shop,Noida,Uttar Pradesh,Delhi,13-11-2024,Delivered,Yes,Quality Defect,08-12-2024,Processed,5499,13,28-10-2024
UT-100130,31-10-2024,CUST_10129,New,ACC-TKA-OS,Accessories,Tikka Headpiece,1199,1,1199,DIWALI40,40,COD,Website,Gurgaon,Haryana,Delhi,,RTO,No,,,Not Applicable,1199,-45596,28-10-2024
UT-100131,31-10-2024,CUST_10130,New,TOP-GOT-S,Tops,Gota Patti Top,2799,1,2799,DIWALI40,40,Wallet,Mobile App,Indore,Madhya Pradesh,Mumbai,12-11-2024,Delivered,Yes,Size Issue,07-12-2024,Processed,2799,12,28-10-2024
UT-100132,01-11-2024,CUST_10131,New,DRS-BND-M,Dresses,Bandhani Dress,3899,1,3899,DIWALI40,40,Credit Card,Instagram Shop,Surat,Gujarat,Mumbai,10-11-2024,Delivered,Yes,Wrong Item,05-12-2024,Processed,3899,9,28-10-2024
UT-100133,01-11-2024,CUST_10132,New,BOT-BRC-L,Bottoms,Brocade Pants,2999,1,2999,DIWALI40,40,UPI,Website,Patna,Bihar,Delhi,11-11-2024,Delivered,No,,,Not Applicable,2999,10,28-10-2024
UT-100134,01-11-2024,CUST_10133,Returning,OUT-ZRI-M,Outerwear,Zari Work Jacket,6499,1,6499,DIWALI40,40,Credit Card,Mobile App,Bhopal,Madhya Pradesh,Mumbai,13-11-2024,Delivered,Yes,Size Issue,10-12-2024,Processed,6499,12,28-10-2024
UT-100135,01-11-2024,CUST_10134,New,ACC-JHM-OS,Accessories,Jhumka Earrings,999,2,1998,DIWALI40,40,Debit Card,Instagram Shop,Nagpur,Maharashtra,Mumbai,11-11-2024,Delivered,No,,,Not Applicable,1998,10,28-10-2024
UT-100136,02-11-2024,CUST_10135,New,TOP-MRR-S,Tops,Mirror Work Top,2499,1,2499,DIWALI40,40,COD,Website,Coimbatore,Tamil Nadu,Bangalore,12-11-2024,Delivered,Yes,Quality Defect,08-12-2024,Processed,2499,10,28-10-2024
UT-100137,02-11-2024,CUST_10136,New,DRS-PTL-M,Dresses,Patiala Suit,4599,1,4599,DIWALI40,40,UPI,Mobile App,Kochi,Kerala,Bangalore,14-11-2024,Delivered,Yes,Size Issue,12-12-2024,Processed,4599,12,28-10-2024
UT-100138,02-11-2024,CUST_10137,New,BOT-DHT-L,Bottoms,Dhoti Pants,1799,1,1799,DIWALI40,40,Credit Card,Instagram Shop,Vizag,Andhra Pradesh,Bangalore,13-11-2024,Delivered,No,,,Not Applicable,1799,11,28-10-2024
UT-100139,02-11-2024,CUST_10138,Returning,OUT-KTN-M,Outerwear,Katan Silk Jacket,7999,1,7999,DIWALI40,40,Wallet,Website,Thiruvananthapuram,Kerala,Bangalore,15-11-2024,Delivered,Yes,Changed Mind,14-12-2024,Processed,7999,13,28-10-2024
UT-100140,03-11-2024,CUST_10139,New,ACC-KDN-OS,Accessories,Kundan Set,2499,1,2499,DIWALI40,40,Debit Card,Mobile App,Mysore,Karnataka,Bangalore,14-11-2024,Delivered,Yes,Damaged in Transit,12-12-2024,Processed,2499,11,28-10-2024
UT-100141,03-11-2024,CUST_10140,New,TOP-CHK-L,Tops,Chikankari Top,2299,1,2299,DIWALI40,40,UPI,Instagram Shop,Vadodara,Gujarat,Mumbai,15-11-2024,Delivered,Yes,Size Issue,13-12-2024,Processed,2299,12,28-10-2024
UT-100142,03-11-2024,CUST_10141,New,DRS-SHR-S,Dresses,Sharara Set,5999,1,5999,DIWALI40,40,Credit Card,Website,Rajkot,Gujarat,Mumbai,16-11-2024,Delivered,Yes,Wrong Item,15-12-2024,Processed,5999,13,28-10-2024
UT-100143,03-11-2024,CUST_10142,Returning,BOT-GRR-M,Bottoms,Gharara Pants,2599,1,2599,DIWALI40,40,COD,Mobile App,Kanpur,Uttar Pradesh,Delhi,15-11-2024,Delivered,No,,,Not Applicable,2599,12,28-10-2024
UT-100144,04-11-2024,CUST_10143,New,OUT-PHU-L,Outerwear,Phulkari Jacket,4299,1,4299,DIWALI40,40,Credit Card,Instagram Shop,Mumbai,Maharashtra,Mumbai,17-11-2024,Delivered,Yes,Quality Defect,16-12-2024,Processed,4299,13,04-11-2024
UT-100145,04-11-2024,CUST_10144,New,ACC-MNP-OS,Accessories,Mang Patti,799,1,799,DIWALI40,40,UPI,Website,Delhi,Delhi,Delhi,16-11-2024,Delivered,No,,,Not Applicable,799,12,04-11-2024
UT-100146,04-11-2024,CUST_10145,New,TOP-BND-S,Tops,Bandhej Top,1899,1,1899,DIWALI40,40,Wallet,Mobile App,Kolkata,West Bengal,Delhi,17-11-2024,Delivered,Yes,Size Issue,15-12-2024,Processed,1899,13,04-11-2024
UT-100147,05-11-2024,CUST_10146,New,DRS-LKH-M,Dresses,Lucknowi Dress,4899,1,4899,DIWALI40,40,Debit Card,Instagram Shop,Chennai,Tamil Nadu,Bangalore,18-11-2024,Delivered,Yes,Changed Mind,17-12-2024,Processed,4899,13,04-11-2024
UT-100148,05-11-2024,CUST_10147,Returning,BOT-PTL-L,Bottoms,Patiala Pants,1499,1,1499,DIWALI40,40,Credit Card,Website,Hyderabad,Telangana,Bangalore,17-11-2024,Delivered,No,,,Not Applicable,1499,12,04-11-2024
UT-100149,05-11-2024,CUST_10148,New,OUT-KTH-M,Outerwear,Katha Work Jacket,5699,1,5699,DIWALI40,40,UPI,Mobile App,Pune,Maharashtra,Mumbai,19-11-2024,Delivered,Yes,Size Issue,18-12-2024,Processed,5699,14,04-11-2024
UT-100150,05-11-2024,CUST_10149,New,ACC-BNG-OS,Accessories,Bangle Set,599,4,2396,DIWALI40,40,COD,Instagram Shop,Ahmedabad,Gujarat,Mumbai,18-11-2024,Delivered,Yes,Damaged in Transit,16-12-2024,Processed,2396,13,04-11-2024
UT-100151,06-11-2024,CUST_10150,New,TOP-KSH-L,Tops,Kashmiri Top,2999,1,2999,,0,Credit Card,Website,Jaipur,Rajasthan,Delhi,19-11-2024,Delivered,No,,,Not Applicable,2999,13,04-11-2024
UT-100152,06-11-2024,CUST_10151,New,DRS-IDR-S,Dresses,Ikat Dress,2799,1,2799,,0,UPI,Mobile App,Lucknow,Uttar Pradesh,Delhi,20-11-2024,Delivered,Yes,Quality Defect,18-12-2024,Processed,2799,14,04-11-2024
UT-100153,06-11-2024,CUST_10152,Returning,BOT-KLN-M,Bottoms,Kalamkari Pants,1699,1,1699,Nov-15,15,Debit Card,Instagram Shop,Bangalore,Karnataka,Bangalore,18-11-2024,Delivered,No,,,Not Applicable,1699,12,04-11-2024
UT-100154,07-11-2024,CUST_10153,New,OUT-JQD-L,Outerwear,Jacquard Jacket,4599,1,4599,,0,Credit Card,Website,Mumbai,Maharashtra,Mumbai,21-11-2024,Delivered,Yes,Size Issue,20-12-2024,Processed,4599,14,04-11-2024
UT-100155,07-11-2024,CUST_10154,New,ACC-CHN-OS,Accessories,Choker Necklace,899,1,899,,0,COD,Mobile App,Delhi,Delhi,Delhi,19-11-2024,Delivered,No,,,Not Applicable,899,12,04-11-2024
UT-100156,07-11-2024,CUST_10155,New,TOP-AJR-M,Tops,Ajrakh Print Top,1799,1,1799,Nov-15,15,UPI,Instagram Shop,Chandigarh,Punjab,Delhi,20-11-2024,Delivered,Yes,Wrong Item,19-12-2024,Processed,1799,13,04-11-2024
UT-100157,08-11-2024,CUST_10156,New,DRS-BLK-L,Dresses,Block Print Dress,2599,1,2599,,0,Wallet,Website,Noida,Uttar Pradesh,Delhi,22-11-2024,Delivered,No,,,Not Applicable,2599,14,04-11-2024
UT-100158,08-11-2024,CUST_10157,Returning,BOT-TIE-S,Bottoms,Tie Dye Pants,1599,1,1599,,0,Credit Card,Mobile App,Gurgaon,Haryana,Delhi,20-11-2024,Delivered,Yes,Changed Mind,18-12-2024,Processed,1599,12,04-11-2024
UT-100159,08-11-2024,CUST_10158,New,OUT-EMB-M,Outerwear,Embellished Jacket,5299,1,5299,Nov-15,15,Debit Card,Instagram Shop,Indore,Madhya Pradesh,Mumbai,23-11-2024,Delivered,No,,,Not Applicable,5299,15,04-11-2024
UT-100160,09-11-2024,CUST_10159,New,ACC-HRM-OS,Accessories,Hair Clip Set,499,3,1497,,0,UPI,Website,Surat,Gujarat,Mumbai,21-11-2024,Delivered,Yes,Damaged in Transit,19-12-2024,Processed,1497,12,04-11-2024
UT-100161,09-11-2024,CUST_10160,New,TOP-PRN-L,Tops,Printed Kurta,2099,1,2099,,0,COD,Mobile App,Patna,Bihar,Delhi,,RTO,No,,,Not Applicable,2099,-45605,04-11-2024
UT-100162,09-11-2024,CUST_10161,New,DRS-FLR-S,Dresses,Floral Print Dress,2399,1,2399,Nov-15,15,Credit Card,Instagram Shop,Bhopal,Madhya Pradesh,Mumbai,24-11-2024,Delivered,Yes,Size Issue,22-12-2024,Processed,2399,15,04-11-2024
UT-100163,10-11-2024,CUST_10162,Returning,BOT-DOT-M,Bottoms,Polka Dot Pants,1799,1,1799,,0,Wallet,Website,Nagpur,Maharashtra,Mumbai,22-11-2024,Delivered,No,,,Not Applicable,1799,12,04-11-2024
UT-100164,10-10-2024,CUST_10163,New,OUT-STR-L,Outerwear,Striped Blazer,4199,1,4199,,0,UPI,Mobile App,Coimbatore,Tamil Nadu,Bangalore,25-11-2024,Delivered,Yes,Quality Defect,24-12-2024,Processed,4199,46,07-10-2024
UT-100165,10-11-2024,CUST_10164,New,ACC-TBR-OS,Accessories,Tassel Earrings,699,2,1398,,0,Debit Card,Instagram Shop,Kochi,Kerala,Bangalore,23-11-2024,Delivered,No,,,Not Applicable,1398,13,04-11-2024
UT-100166,11-11-2024,CUST_10165,New,TOP-SLV-S,Tops,Sleeve Detail Top,1599,1,1599,Nov-15,15,Credit Card,Website,Vizag,Andhra Pradesh,Bangalore,24-11-2024,Delivered,Yes,Size Issue,23-12-2024,Processed,1599,13,11-11-2024
UT-100167,11-11-2024,CUST_10166,New,DRS-ASY-M,Dresses,Asymmetric Dress,2899,1,2899,,0,COD,Mobile App,Thiruvananthapuram,Kerala,Bangalore,26-11-2024,Delivered,Yes,Wrong Item,25-12-2024,Processed,2899,15,11-11-2024
UT-100168,11-11-2024,CUST_10167,Returning,BOT-FRN-L,Bottoms,Fringe Pants,2199,1,2199,,0,UPI,Instagram Shop,Mysore,Karnataka,Bangalore,24-11-2024,Delivered,No,,,Not Applicable,2199,13,11-11-2024
UT-100169,12-11-2024,CUST_10168,New,OUT-TWD-M,Outerwear,Tweed Jacket,5599,1,5599,,0,Credit Card,Website,Vadodara,Gujarat,Mumbai,27-11-2024,Delivered,Yes,Changed Mind,26-12-2024,Processed,5599,15,11-11-2024
UT-100170,12-11-2024,CUST_10169,New,ACC-PIN-OS,Accessories,Brooch Pin,399,2,798,Nov-15,15,Wallet,Mobile App,Rajkot,Gujarat,Mumbai,25-11-2024,Delivered,No,,,Not Applicable,798,13,11-11-2024
UT-100171,12-11-2024,CUST_10170,New,TOP-MCR-M,Tops,Macrame Top,1899,1,1899,,0,Debit Card,Instagram Shop,Kanpur,Uttar Pradesh,Delhi,26-11-2024,Delivered,Yes,Quality Defect,24-12-2024,Processed,1899,14,11-11-2024
UT-100172,13-11-2024,CUST_10171,New,DRS-PLT-S,Dresses,Pleated Midi Dress,2699,1,2699,,0,UPI,Website,Mumbai,Maharashtra,Mumbai,28-11-2024,Delivered,No,,,Not Applicable,2699,15,11-11-2024
UT-100173,13-11-2024,CUST_10172,Returning,BOT-VLT-L,Bottoms,Velvet Pants,2499,1,2499,Nov-15,15,Credit Card,Mobile App,Delhi,Delhi,Delhi,26-11-2024,Delivered,Yes,Size Issue,25-12-2024,Processed,2499,13,11-11-2024
UT-100174,13-11-2024,CUST_10173,New,OUT-CHK-M,Outerwear,Check Coat,6299,1,6299,,0,COD,Instagram Shop,Kolkata,West Bengal,Delhi,,RTO,No,,,Not Applicable,6299,-45609,11-11-2024
UT-100175,14-11-2024,CUST_10174,New,ACC-WVN-OS,Accessories,Woven Bag,1599,1,1599,,0,Wallet,Website,Chennai,Tamil Nadu,Bangalore,27-11-2024,Delivered,Yes,Damaged in Transit,26-12-2024,Processed,1599,13,11-11-2024
UT-100176,14-11-2024,CUST_10175,New,TOP-BLN-L,Tops,Balloon Sleeve Top,1699,1,1699,,0,UPI,Mobile App,Hyderabad,Telangana,Bangalore,28-11-2024,Delivered,No,,,Not Applicable,1699,14,11-11-2024
UT-100177,14-11-2024,CUST_10176,New,DRS-CRO-S,Dresses,Crochet Dress,3199,1,3199,Nov-15,15,Debit Card,Instagram Shop,Pune,Maharashtra,Mumbai,29-11-2024,Delivered,Yes,Size Issue,28-12-2024,Processed,3199,15,11-11-2024
UT-100178,15-11-2024,CUST_10177,Returning,BOT-PTW-M,Bottoms,Patchwork Pants,2099,1,2099,,0,Credit Card,Website,Ahmedabad,Gujarat,Mumbai,28-11-2024,Delivered,No,,,Not Applicable,2099,13,11-11-2024
UT-100179,15-11-2024,CUST_10178,New,OUT-HRN-L,Outerwear,Herringbone Coat,6999,1,6999,,0,UPI,Mobile App,Jaipur,Rajasthan,Delhi,30-11-2024,Delivered,Yes,Wrong Item,29-12-2024,Processed,6999,15,11-11-2024
UT-100180,15-11-2024,CUST_10179,New,ACC-MTL-OS,Accessories,Metal Belt,899,1,899,,0,COD,Instagram Shop,Lucknow,Uttar Pradesh,Delhi,28-11-2024,Delivered,Yes,Changed Mind,27-12-2024,Processed,899,13,11-11-2024
UT-100181,16-11-2024,CUST_10180,New,TOP-RCH-S,Tops,Rouched Top,1499,1,1499,Nov-15,15,Wallet,Website,Bangalore,Karnataka,Bangalore,29-11-2024,Delivered,No,,,Not Applicable,1499,13,11-11-2024
UT-100182,16-11-2024,CUST_10181,New,DRS-TRF-M,Dresses,Tiered Ruffle Dress,2999,1,2999,,0,Debit Card,Mobile App,Mumbai,Maharashtra,Mumbai,01-12-2024,Delivered,Yes,Quality Defect,30-12-2024,Processed,2999,15,11-11-2024
UT-100183,16-11-2024,CUST_10182,Returning,BOT-BND-L,Bottoms,Banded Pants,1899,1,1899,,0,Credit Card,Instagram Shop,Delhi,Delhi,Delhi,29-11-2024,Delivered,No,,,Not Applicable,1899,13,11-11-2024
UT-100184,17-11-2024,CUST_10183,New,OUT-CML-M,Outerwear,Camel Coat,7499,1,7499,,0,UPI,Website,Chandigarh,Punjab,Delhi,02-12-2024,Delivered,Yes,Size Issue,31-12-2024,Processed,7499,15,11-11-2024
UT-100185,17-11-2024,CUST_10184,New,ACC-STN-OS,Accessories,Stone Necklace,1299,1,1299,Nov-15,15,COD,Mobile App,Noida,Uttar Pradesh,Delhi,30-11-2024,Delivered,No,,,Not Applicable,1299,13,11-11-2024
UT-100186,17-11-2024,CUST_10185,New,TOP-KNT-M,Tops,Knotted Top,1599,1,1599,,0,Credit Card,Instagram Shop,Gurgaon,Haryana,Delhi,01-12-2024,Delivered,Yes,Damaged in Transit,29-12-2024,Processed,1599,14,11-11-2024
UT-100187,18-11-2024,CUST_10186,New,DRS-SQN-L,Dresses,Sequin Midi Dress,3799,1,3799,,0,Wallet,Website,Indore,Madhya Pradesh,Mumbai,03-12-2024,Delivered,No,,,Not Applicable,3799,15,18-11-2024
UT-100188,18-11-2024,CUST_10187,Returning,BOT-GLT-S,Bottoms,Glitter Pants,2299,1,2299,,0,UPI,Mobile App,Surat,Gujarat,Mumbai,01-12-2024,Delivered,Yes,Size Issue,30-12-2024,Processed,2299,13,18-11-2024
UT-100189,18-11-2024,CUST_10188,New,OUT-FXF-M,Outerwear,Faux Fur Jacket,5999,1,5999,Nov-15,15,Debit Card,Instagram Shop,Patna,Bihar,Delhi,04-12-2024,Delivered,Yes,Wrong Item,02-01-2025,Processed,5999,16,18-11-2024
UT-100190,19-11-2024,CUST_10189,New,ACC-CHM-OS,Accessories,Charm Anklet,499,2,998,,0,Credit Card,Website,Bhopal,Madhya Pradesh,Mumbai,02-12-2024,Delivered,No,,,Not Applicable,998,13,18-11-2024
UT-100191,19-11-2024,CUST_10190,New,TOP-TXD-L,Tops,Textured Top,1799,1,1799,,0,COD,Mobile App,Nagpur,Maharashtra,Mumbai,,RTO,No,,,Not Applicable,1799,-45615,18-11-2024
UT-100192,19-11-2024,CUST_10191,New,DRS-VLR-S,Dresses,Velour Dress,2999,1,2999,,0,UPI,Instagram Shop,Coimbatore,Tamil Nadu,Bangalore,05-12-2024,Delivered,Yes,Changed Mind,03-01-2025,Processed,2999,16,18-11-2024
UT-100193,20-11-2024,CUST_10192,Returning,BOT-STN-M,Bottoms,Satin Pants,2199,1,2199,Nov-15,15,Wallet,Website,Kochi,Kerala,Bangalore,03-12-2024,Delivered,No,,,Not Applicable,2199,13,18-11-2024
UT-100194,20-11-2024,CUST_10193,New,OUT-SHN-L,Outerwear,Shiny Jacket,4899,1,4899,,0,Debit Card,Mobile App,Vizag,Andhra Pradesh,Bangalore,06-12-2024,Delivered,Yes,Quality Defect,04-01-2025,Processed,4899,16,18-11-2024
UT-100195,20-11-2024,CUST_10194,New,ACC-PRL-OS,Accessories,Pearl Earrings,799,1,799,,0,Credit Card,Instagram Shop,Thiruvananthapuram,Kerala,Bangalore,04-12-2024,Delivered,No,,,Not Applicable,799,14,18-11-2024
UT-100196,21-11-2024,CUST_10195,New,TOP-MTL-S,Tops,Metallic Top,1999,1,1999,,0,UPI,Website,Mysore,Karnataka,Bangalore,05-12-2024,Delivered,Yes,Size Issue,03-01-2025,Processed,1999,14,18-11-2024
UT-100197,21-11-2024,CUST_10196,New,DRS-GLM-M,Dresses,Glamour Dress,3499,1,3499,Nov-15,15,COD,Mobile App,Vadodara,Gujarat,Mumbai,07-12-2024,Delivered,Yes,Wrong Item,05-01-2025,Processed,3499,16,18-11-2024
UT-100198,21-11-2024,CUST_10197,Returning,BOT-LME-L,Bottoms,Lame Pants,2599,1,2599,,0,Credit Card,Instagram Shop,Rajkot,Gujarat,Mumbai,05-12-2024,Delivered,No,,,Not Applicable,2599,14,18-11-2024
UT-100199,22-11-2024,CUST_10198,New,OUT-SPK-M,Outerwear,Sparkle Jacket,5499,1,5499,,0,Wallet,Website,Kanpur,Uttar Pradesh,Delhi,08-12-2024,Delivered,Yes,Changed Mind,06-01-2025,Processed,5499,16,18-11-2024
UT-100200,22-11-2024,CUST_10199,New,ACC-CRY-OS,Accessories,Crystal Bracelet,999,1,999,,0,Debit Card,Mobile App,Mumbai,Maharashtra,Mumbai,06-12-2024,Delivered,No,,,Not Applicable,999,14,18-11-2024
UT-100201,22-11-2024,CUST_10200,New,TOP-SHR-L,Tops,Sheer Top,1699,1,1699,Nov-15,15,UPI,Instagram Shop,Delhi,Delhi,Delhi,07-12-2024,Delivered,Yes,Damaged in Transit,05-01-2025,Processed,1699,15,18-11-2024
UT-100202,23-11-2024,CUST_10201,New,DRS-CHF-S,Dresses,Chiffon Dress,2799,1,2799,,0,Credit Card,Website,Kolkata,West Bengal,Delhi,09-12-2024,Delivered,No,,,Not Applicable,2799,16,18-11-2024
UT-100203,23-11-2024,CUST_10202,Returning,BOT-ORG-M,Bottoms,Organza Pants,2399,1,2399,,0,COD,Mobile App,Chennai,Tamil Nadu,Bangalore,07-12-2024,Delivered,Yes,Quality Defect,04-01-2025,Processed,2399,14,18-11-2024
UT-100204,23-11-2024,CUST_10203,New,OUT-MET-L,Outerwear,Metallic Coat,6799,1,6799,,0,UPI,Instagram Shop,Hyderabad,Telangana,Bangalore,10-12-2024,Delivered,Yes,Size Issue,08-01-2025,Processed,6799,17,18-11-2024
UT-100205,24-11-2024,CUST_10204,New,ACC-DMD-OS,Accessories,Diamond Studs,1499,1,1499,Nov-15,15,Wallet,Website,Pune,Maharashtra,Mumbai,08-12-2024,Delivered,No,,,Not Applicable,1499,14,18-11-2024
UT-100206,24-11-2024,CUST_10205,New,TOP-BDS-M,Tops,Beaded Top,2299,1,2299,,0,Debit Card,Mobile App,Ahmedabad,Gujarat,Mumbai,09-12-2024,Delivered,Yes,Wrong Item,07-01-2025,Processed,2299,15,18-11-2024
UT-100207,24-11-2024,CUST_10206,New,DRS-SPL-L,Dresses,Sparkle Gown,4999,1,4999,,0,Credit Card,Instagram Shop,Jaipur,Rajasthan,Delhi,11-12-2024,Delivered,No,,,Not Applicable,4999,17,18-11-2024
UT-100208,25-11-2024,CUST_10207,Returning,BOT-EMB-S,Bottoms,Embroidered Pants,2099,1,2099,,0,UPI,Website,Lucknow,Uttar Pradesh,Delhi,09-12-2024,Delivered,Yes,Changed Mind,06-01-2025,Processed,2099,14,25-11-2024
UT-100209,25-11-2024,CUST_10208,New,OUT-NYE-M,Outerwear,NYE Jacket,5799,1,5799,Nov-15,15,COD,Mobile App,Bangalore,Karnataka,Bangalore,12-12-2024,Delivered,Yes,Size Issue,10-01-2025,Processed,5799,17,25-11-2024
UT-100210,25-11-2024,CUST_10209,New,ACC-GLD-OS,Accessories,Gold Cuff,1199,1,1199,,0,Credit Card,Instagram Shop,Mumbai,Maharashtra,Mumbai,10-12-2024,Delivered,No,,,Not Applicable,1199,15,25-11-2024
UT-100211,26-11-2024,CUST_10210,New,TOP-FTR-S,Tops,Feather Top,1899,1,1899,,0,Wallet,Website,Delhi,Delhi,Delhi,11-12-2024,Delivered,Yes,Damaged in Transit,08-01-2025,Processed,1899,15,25-11-2024
UT-100212,26-11-2024,CUST_10211,New,DRS-CCK-M,Dresses,Cocktail Dress,3699,1,3699,,0,Debit Card,Mobile App,Chandigarh,Punjab,Delhi,13-12-2024,Delivered,No,,,Not Applicable,3699,17,25-11-2024
UT-100213,26-11-2024,CUST_10212,Returning,BOT-SQN-L,Bottoms,Sequin Skirt,2699,1,2699,Nov-15,15,UPI,Instagram Shop,Noida,Uttar Pradesh,Delhi,11-12-2024,Delivered,Yes,Quality Defect,09-01-2025,Processed,2699,15,25-11-2024
UT-100214,27-11-2024,CUST_10213,New,OUT-PRT-M,Outerwear,Party Jacket,4999,1,4999,,0,Credit Card,Website,Gurgaon,Haryana,Delhi,14-12-2024,Delivered,Yes,Size Issue,12-01-2025,Processed,4999,17,25-11-2024
UT-100215,27-11-2024,CUST_10214,New,ACC-SLV-OS,Accessories,Silver Bangle,899,2,1798,,0,COD,Mobile App,Indore,Madhya Pradesh,Mumbai,12-12-2024,Delivered,No,,,Not Applicable,1798,15,25-11-2024
